faq_id,category,topic,question_vi,answer_vi,tags,difficulty_scope,related_exercise_id,related_plan_id,source_group
FAQ000689,exercise_technique,form,Cách tập đúng bài Rear Foot Elevated Split Squat là gì?,"Rear Foot Elevated Split Squat chủ yếu tác động vào đùi trước, mông. Hãy bắt đầu với setup: Giữ thân ổn định, bàn chân trụ bám đất và core siết. Trong lúc thực hiện: Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đứng lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Rear Foot Elevated Split Squat|Đùi trước, Mông",intermediate,EX00173,,synthetic_knowledge
FAQ000690,exercise_technique,mistakes,Lỗi thường gặp khi tập Rear Foot Elevated Split Squat là gì?,"Các lỗi hay gặp ở Rear Foot Elevated Split Squat gồm: Mất cân bằng; gối đổ vào trong; ROM quá nhanh. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Rear Foot Elevated Split Squat,intermediate,EX00173,,synthetic_knowledge
FAQ000691,exercise_programming,sets_reps,Nên tập Rear Foot Elevated Split Squat bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Rear Foot Elevated Split Squat thường hợp khoảng 8-15 mỗi bên reps. Nếu ưu tiên sức mạnh, thử 5-8 mỗi bên reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-25 mỗi bên reps. Nghỉ giữa set khoảng 60 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Rear Foot Elevated Split Squat|programming,intermediate,EX00173,,synthetic_knowledge
FAQ000692,exercise_modification,substitution,Nếu không có tạ đơn thì thay bài Rear Foot Elevated Split Squat bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern lunge. Gợi ý hồi quy: Dùng bodyweight hoặc giữ điểm tựa. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tạ, thêm pause hoặc ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Rear Foot Elevated Split Squat|Tạ đơn,intermediate,EX00173,,synthetic_knowledge
FAQ000693,exercise_technique,form,Cách tập đúng bài Lateral Lunge là gì?,"Lateral Lunge chủ yếu tác động vào đùi trước, mông, khép đùi. Hãy bắt đầu với setup: Giữ thân ổn định, bàn chân trụ bám đất và core siết. Trong lúc thực hiện: Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đứng lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Lateral Lunge|Đùi trước, Mông, Khép đùi",intermediate,EX00174,,synthetic_knowledge
FAQ000694,exercise_technique,mistakes,Lỗi thường gặp khi tập Lateral Lunge là gì?,"Các lỗi hay gặp ở Lateral Lunge gồm: Mất cân bằng; gối đổ vào trong; ROM quá nhanh. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Lateral Lunge,intermediate,EX00174,,synthetic_knowledge
FAQ000695,exercise_programming,sets_reps,Nên tập Lateral Lunge bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Lateral Lunge thường hợp khoảng 8-15 mỗi bên reps. Nếu ưu tiên sức mạnh, thử 5-8 mỗi bên reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-25 mỗi bên reps. Nghỉ giữa set khoảng 60 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Lateral Lunge|programming,intermediate,EX00174,,synthetic_knowledge
FAQ000696,exercise_modification,substitution,Nếu không có trọng lượng cơ thể thì thay bài Lateral Lunge bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern lunge. Gợi ý hồi quy: Dùng bodyweight hoặc giữ điểm tựa. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tạ, thêm pause hoặc ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Lateral Lunge|Trọng lượng cơ thể,intermediate,EX00174,,synthetic_knowledge
FAQ000697,exercise_technique,form,Cách tập đúng bài Cossack Squat là gì?,"Cossack Squat chủ yếu tác động vào đùi trước, mông, khép đùi. Hãy bắt đầu với setup: Giữ thân ổn định, bàn chân trụ bám đất và core siết. Trong lúc thực hiện: Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đứng lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Cossack Squat|Đùi trước, Mông, Khép đùi",intermediate,EX00175,,synthetic_knowledge
FAQ000698,exercise_technique,mistakes,Lỗi thường gặp khi tập Cossack Squat là gì?,"Các lỗi hay gặp ở Cossack Squat gồm: Mất cân bằng; gối đổ vào trong; ROM quá nhanh. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Cossack Squat,intermediate,EX00175,,synthetic_knowledge
FAQ000699,exercise_programming,sets_reps,Nên tập Cossack Squat bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Cossack Squat thường hợp khoảng 8-15 mỗi bên reps. Nếu ưu tiên sức mạnh, thử 5-8 mỗi bên reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-25 mỗi bên reps. Nghỉ giữa set khoảng 60 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Cossack Squat|programming,intermediate,EX00175,,synthetic_knowledge
FAQ000700,exercise_modification,substitution,Nếu không có trọng lượng cơ thể thì thay bài Cossack Squat bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern lunge. Gợi ý hồi quy: Dùng bodyweight hoặc giữ điểm tựa. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tạ, thêm pause hoặc ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Cossack Squat|Trọng lượng cơ thể,intermediate,EX00175,,synthetic_knowledge
FAQ000701,exercise_technique,form,Cách tập đúng bài Walking Lunge with Overhead Hold là gì?,"Walking Lunge with Overhead Hold chủ yếu tác động vào đùi trước, mông. Hãy bắt đầu với setup: Giữ thân ổn định, bàn chân trụ bám đất và core siết. Trong lúc thực hiện: Hạ có kiểm soát theo quỹ đạo biến thể, giữ gối theo hướng mũi chân rồi đạp mạnh để trở về. Nhịp thở gợi ý: Hít vào khi hạ, thở ra khi đứng lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Walking Lunge with Overhead Hold|Đùi trước, Mông",intermediate,EX00176,,synthetic_knowledge
FAQ000702,exercise_technique,mistakes,Lỗi thường gặp khi tập Walking Lunge with Overhead Hold là gì?,"Các lỗi hay gặp ở Walking Lunge with Overhead Hold gồm: Mất cân bằng; gối đổ vào trong; ROM quá nhanh. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Walking Lunge with Overhead Hold,intermediate,EX00176,,synthetic_knowledge
FAQ000703,exercise_programming,sets_reps,Nên tập Walking Lunge with Overhead Hold bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Walking Lunge with Overhead Hold thường hợp khoảng 8-15 mỗi bên reps. Nếu ưu tiên sức mạnh, thử 5-8 mỗi bên reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-25 mỗi bên reps. Nghỉ giữa set khoảng 60 giây và giữ tempo gợi ý 2-1-1-0.",set rep|Walking Lunge with Overhead Hold|programming,intermediate,EX00176,,synthetic_knowledge
FAQ000704,exercise_modification,substitution,Nếu không có tạ đơn thì thay bài Walking Lunge with Overhead Hold bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern lunge. Gợi ý hồi quy: Dùng bodyweight hoặc giữ điểm tựa. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tạ, thêm pause hoặc ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Walking Lunge with Overhead Hold|Tạ đơn,intermediate,EX00176,,synthetic_knowledge
FAQ000705,exercise_technique,form,Cách tập đúng bài Single-Leg Romanian Deadlift là gì?,"Single-Leg Romanian Deadlift chủ yếu tác động vào đùi sau, mông. Hãy bắt đầu với setup: Thiết lập hông lùi, core siết và lưng trung tính. Trong lúc thực hiện: Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu. Nhịp thở gợi ý: Hít vào khi đi xuống, thở ra khi lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Single-Leg Romanian Deadlift|Đùi sau, Mông",intermediate,EX00177,,synthetic_knowledge
FAQ000706,exercise_technique,mistakes,Lỗi thường gặp khi tập Single-Leg Romanian Deadlift là gì?,"Các lỗi hay gặp ở Single-Leg Romanian Deadlift gồm: Lưng tròn; mất cân bằng; gối di chuyển quá nhiều. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Single-Leg Romanian Deadlift,intermediate,EX00177,,synthetic_knowledge
FAQ000707,exercise_programming,sets_reps,Nên tập Single-Leg Romanian Deadlift bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Single-Leg Romanian Deadlift thường hợp khoảng 6-12 reps. Nếu ưu tiên sức mạnh, thử 2-5 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 12-20 reps. Nghỉ giữa set khoảng 90 giây và giữ tempo gợi ý 3-1-1-0.",set rep|Single-Leg Romanian Deadlift|programming,intermediate,EX00177,,synthetic_knowledge
FAQ000708,exercise_modification,substitution,Nếu không có tạ đơn thì thay bài Single-Leg Romanian Deadlift bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern hinge. Gợi ý hồi quy: Giảm tải hoặc dùng RDL 2 chân. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, thêm pause dưới, tăng ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Single-Leg Romanian Deadlift|Tạ đơn,intermediate,EX00177,,synthetic_knowledge
FAQ000709,exercise_technique,form,Cách tập đúng bài B-Stance Romanian Deadlift là gì?,"B-Stance Romanian Deadlift chủ yếu tác động vào đùi sau, mông. Hãy bắt đầu với setup: Thiết lập hông lùi, core siết và lưng trung tính. Trong lúc thực hiện: Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu. Nhịp thở gợi ý: Hít vào khi đi xuống, thở ra khi lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|B-Stance Romanian Deadlift|Đùi sau, Mông",intermediate,EX00178,,synthetic_knowledge
FAQ000710,exercise_technique,mistakes,Lỗi thường gặp khi tập B-Stance Romanian Deadlift là gì?,"Các lỗi hay gặp ở B-Stance Romanian Deadlift gồm: Lưng tròn; mất cân bằng; gối di chuyển quá nhiều. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|B-Stance Romanian Deadlift,intermediate,EX00178,,synthetic_knowledge
FAQ000711,exercise_programming,sets_reps,Nên tập B-Stance Romanian Deadlift bao nhiêu set và rep?,"Với mục tiêu tăng cơ, B-Stance Romanian Deadlift thường hợp khoảng 6-12 reps. Nếu ưu tiên sức mạnh, thử 2-5 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 12-20 reps. Nghỉ giữa set khoảng 90 giây và giữ tempo gợi ý 3-1-1-0.",set rep|B-Stance Romanian Deadlift|programming,intermediate,EX00178,,synthetic_knowledge
FAQ000712,exercise_modification,substitution,Nếu không có tạ đơn thì thay bài B-Stance Romanian Deadlift bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern hinge. Gợi ý hồi quy: Giảm tải hoặc dùng RDL 2 chân. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, thêm pause dưới, tăng ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|B-Stance Romanian Deadlift|Tạ đơn,intermediate,EX00178,,synthetic_knowledge
FAQ000713,exercise_technique,form,Cách tập đúng bài Snatch-Grip Deadlift là gì?,"Snatch-Grip Deadlift chủ yếu tác động vào đùi sau, mông. Hãy bắt đầu với setup: Thiết lập hông lùi, core siết và lưng trung tính. Trong lúc thực hiện: Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu. Nhịp thở gợi ý: Hít vào khi đi xuống, thở ra khi lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Snatch-Grip Deadlift|Đùi sau, Mông",advanced,EX00179,,synthetic_knowledge
FAQ000714,exercise_technique,mistakes,Lỗi thường gặp khi tập Snatch-Grip Deadlift là gì?,"Các lỗi hay gặp ở Snatch-Grip Deadlift gồm: Lưng tròn; mất cân bằng; gối di chuyển quá nhiều. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Snatch-Grip Deadlift,advanced,EX00179,,synthetic_knowledge
FAQ000715,exercise_programming,sets_reps,Nên tập Snatch-Grip Deadlift bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Snatch-Grip Deadlift thường hợp khoảng 6-12 reps. Nếu ưu tiên sức mạnh, thử 2-5 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 12-20 reps. Nghỉ giữa set khoảng 90 giây và giữ tempo gợi ý 3-1-1-0.",set rep|Snatch-Grip Deadlift|programming,advanced,EX00179,,synthetic_knowledge
FAQ000716,exercise_modification,substitution,Nếu không có tạ đòn thì thay bài Snatch-Grip Deadlift bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern hinge. Gợi ý hồi quy: Giảm tải hoặc dùng RDL 2 chân. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, thêm pause dưới, tăng ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Snatch-Grip Deadlift|Tạ đòn,advanced,EX00179,,synthetic_knowledge
FAQ000717,exercise_technique,form,Cách tập đúng bài Deficit Deadlift là gì?,"Deficit Deadlift chủ yếu tác động vào đùi sau, mông. Hãy bắt đầu với setup: Thiết lập hông lùi, core siết và lưng trung tính. Trong lúc thực hiện: Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu. Nhịp thở gợi ý: Hít vào khi đi xuống, thở ra khi lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Deficit Deadlift|Đùi sau, Mông",advanced,EX00180,,synthetic_knowledge
FAQ000718,exercise_technique,mistakes,Lỗi thường gặp khi tập Deficit Deadlift là gì?,"Các lỗi hay gặp ở Deficit Deadlift gồm: Lưng tròn; mất cân bằng; gối di chuyển quá nhiều. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Deficit Deadlift,advanced,EX00180,,synthetic_knowledge
FAQ000719,exercise_programming,sets_reps,Nên tập Deficit Deadlift bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Deficit Deadlift thường hợp khoảng 6-12 reps. Nếu ưu tiên sức mạnh, thử 2-5 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 12-20 reps. Nghỉ giữa set khoảng 90 giây và giữ tempo gợi ý 3-1-1-0.",set rep|Deficit Deadlift|programming,advanced,EX00180,,synthetic_knowledge
FAQ000720,exercise_modification,substitution,Nếu không có tạ đòn thì thay bài Deficit Deadlift bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern hinge. Gợi ý hồi quy: Giảm tải hoặc dùng RDL 2 chân. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, thêm pause dưới, tăng ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Deficit Deadlift|Tạ đòn,advanced,EX00180,,synthetic_knowledge
FAQ000721,exercise_technique,form,Cách tập đúng bài 45-Degree Back Extension là gì?,"45-Degree Back Extension chủ yếu tác động vào đùi sau, mông. Hãy bắt đầu với setup: Thiết lập hông lùi, core siết và lưng trung tính. Trong lúc thực hiện: Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu. Nhịp thở gợi ý: Hít vào khi đi xuống, thở ra khi lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|45-Degree Back Extension|Đùi sau, Mông",intermediate,EX00181,,synthetic_knowledge
FAQ000722,exercise_technique,mistakes,Lỗi thường gặp khi tập 45-Degree Back Extension là gì?,"Các lỗi hay gặp ở 45-Degree Back Extension gồm: Lưng tròn; mất cân bằng; gối di chuyển quá nhiều. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|45-Degree Back Extension,intermediate,EX00181,,synthetic_knowledge
FAQ000723,exercise_programming,sets_reps,Nên tập 45-Degree Back Extension bao nhiêu set và rep?,"Với mục tiêu tăng cơ, 45-Degree Back Extension thường hợp khoảng 6-12 reps. Nếu ưu tiên sức mạnh, thử 2-5 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 12-20 reps. Nghỉ giữa set khoảng 90 giây và giữ tempo gợi ý 3-1-1-0.",set rep|45-Degree Back Extension|programming,intermediate,EX00181,,synthetic_knowledge
FAQ000724,exercise_modification,substitution,Nếu không có máy tập thì thay bài 45-Degree Back Extension bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern hinge. Gợi ý hồi quy: Giảm tải hoặc dùng RDL 2 chân. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, thêm pause dưới, tăng ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|45-Degree Back Extension|Máy tập,intermediate,EX00181,,synthetic_knowledge
FAQ000725,exercise_technique,form,Cách tập đúng bài Reverse Hyperextension là gì?,"Reverse Hyperextension chủ yếu tác động vào đùi sau, mông. Hãy bắt đầu với setup: Thiết lập hông lùi, core siết và lưng trung tính. Trong lúc thực hiện: Gập hông có kiểm soát để tạo stretch đùi sau rồi duỗi hông mạnh để về vị trí đầu. Nhịp thở gợi ý: Hít vào khi đi xuống, thở ra khi lên. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.","bài tập|kỹ thuật|Reverse Hyperextension|Đùi sau, Mông",intermediate,EX00182,,synthetic_knowledge
FAQ000726,exercise_technique,mistakes,Lỗi thường gặp khi tập Reverse Hyperextension là gì?,"Các lỗi hay gặp ở Reverse Hyperextension gồm: Lưng tròn; mất cân bằng; gối di chuyển quá nhiều. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Reverse Hyperextension,intermediate,EX00182,,synthetic_knowledge
FAQ000727,exercise_programming,sets_reps,Nên tập Reverse Hyperextension bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Reverse Hyperextension thường hợp khoảng 6-12 reps. Nếu ưu tiên sức mạnh, thử 2-5 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 12-20 reps. Nghỉ giữa set khoảng 90 giây và giữ tempo gợi ý 3-1-1-0.",set rep|Reverse Hyperextension|programming,intermediate,EX00182,,synthetic_knowledge
FAQ000728,exercise_modification,substitution,Nếu không có máy tập thì thay bài Reverse Hyperextension bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern hinge. Gợi ý hồi quy: Giảm tải hoặc dùng RDL 2 chân. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, thêm pause dưới, tăng ROM.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Reverse Hyperextension|Máy tập,intermediate,EX00182,,synthetic_knowledge
FAQ000729,exercise_technique,form,Cách tập đúng bài Cable Glute Kickback quỳ là gì?,"Cable Glute Kickback quỳ chủ yếu tác động vào mông. Hãy bắt đầu với setup: Căn chỉnh hông và core ổn định trước khi di chuyển. Trong lúc thực hiện: Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm. Nhịp thở gợi ý: Thở ra khi co cơ, hít vào khi trở về. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Cable Glute Kickback quỳ|Mông,intermediate,EX00183,,synthetic_knowledge
FAQ000730,exercise_technique,mistakes,Lỗi thường gặp khi tập Cable Glute Kickback quỳ là gì?,"Các lỗi hay gặp ở Cable Glute Kickback quỳ gồm: Ưỡn lưng; xoay hông; dùng đà. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Cable Glute Kickback quỳ,intermediate,EX00183,,synthetic_knowledge
FAQ000731,exercise_programming,sets_reps,Nên tập Cable Glute Kickback quỳ bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Cable Glute Kickback quỳ thường hợp khoảng 10-20 reps. Nếu ưu tiên sức mạnh, thử 6-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-2-2.",set rep|Cable Glute Kickback quỳ|programming,intermediate,EX00183,,synthetic_knowledge
FAQ000732,exercise_modification,substitution,Nếu không có cáp thì thay bài Cable Glute Kickback quỳ bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern glute_bridge. Gợi ý hồi quy: Giảm ROM hoặc dùng bodyweight. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, pause đỉnh, thêm rep.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Cable Glute Kickback quỳ|Cáp,intermediate,EX00183,,synthetic_knowledge
FAQ000733,exercise_technique,form,Cách tập đúng bài Single-Leg Hip Thrust là gì?,"Single-Leg Hip Thrust chủ yếu tác động vào mông. Hãy bắt đầu với setup: Căn chỉnh hông và core ổn định trước khi di chuyển. Trong lúc thực hiện: Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm. Nhịp thở gợi ý: Thở ra khi co cơ, hít vào khi trở về. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Single-Leg Hip Thrust|Mông,beginner,EX00184,,synthetic_knowledge
FAQ000734,exercise_technique,mistakes,Lỗi thường gặp khi tập Single-Leg Hip Thrust là gì?,"Các lỗi hay gặp ở Single-Leg Hip Thrust gồm: Ưỡn lưng; xoay hông; dùng đà. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Single-Leg Hip Thrust,beginner,EX00184,,synthetic_knowledge
FAQ000735,exercise_programming,sets_reps,Nên tập Single-Leg Hip Thrust bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Single-Leg Hip Thrust thường hợp khoảng 10-20 reps. Nếu ưu tiên sức mạnh, thử 6-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-2-2.",set rep|Single-Leg Hip Thrust|programming,beginner,EX00184,,synthetic_knowledge
FAQ000736,exercise_modification,substitution,"Nếu không có trọng lượng cơ thể, ghế tập thì thay bài Single-Leg Hip Thrust bằng gì?","Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern glute_bridge. Gợi ý hồi quy: Giảm ROM hoặc dùng bodyweight. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, pause đỉnh, thêm rep.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.","thay bài|equipment|Single-Leg Hip Thrust|Trọng lượng cơ thể, Ghế tập",beginner,EX00184,,synthetic_knowledge
FAQ000737,exercise_technique,form,Cách tập đúng bài Banded Glute Bridge là gì?,"Banded Glute Bridge chủ yếu tác động vào mông. Hãy bắt đầu với setup: Căn chỉnh hông và core ổn định trước khi di chuyển. Trong lúc thực hiện: Duỗi hông hoặc dang chân theo quỹ đạo bài tập, siết mông rõ ở cuối biên độ rồi trở về chậm. Nhịp thở gợi ý: Thở ra khi co cơ, hít vào khi trở về. Nếu mới tập, hãy dùng mức tạ để còn khoảng 2-3 reps dự trữ.",bài tập|kỹ thuật|Banded Glute Bridge|Mông,beginner,EX00185,,synthetic_knowledge
FAQ000738,exercise_technique,mistakes,Lỗi thường gặp khi tập Banded Glute Bridge là gì?,"Các lỗi hay gặp ở Banded Glute Bridge gồm: Ưỡn lưng; xoay hông; dùng đà. Bạn nên giảm tải nếu kỹ thuật vỡ, quay về biên độ kiểm soát được và ưu tiên cảm nhận nhóm cơ mục tiêu thay vì cố nâng nặng.",bài tập|lỗi form|Banded Glute Bridge,beginner,EX00185,,synthetic_knowledge
FAQ000739,exercise_programming,sets_reps,Nên tập Banded Glute Bridge bao nhiêu set và rep?,"Với mục tiêu tăng cơ, Banded Glute Bridge thường hợp khoảng 10-20 reps. Nếu ưu tiên sức mạnh, thử 6-10 reps; nếu ưu tiên sức bền/cảm giác cơ, thử 15-30 reps. Nghỉ giữa set khoảng 45 giây và giữ tempo gợi ý 2-1-2-2.",set rep|Banded Glute Bridge|programming,beginner,EX00185,,synthetic_knowledge
FAQ000740,exercise_modification,substitution,Nếu không có dây kháng lực thì thay bài Banded Glute Bridge bằng gì?,"Bạn có thể dùng biến thể dễ hơn hoặc tương đương theo cùng pattern glute_bridge. Gợi ý hồi quy: Giảm ROM hoặc dùng bodyweight. Gợi ý tăng tiến hoặc thay thế khi mạnh hơn: Tăng tải, pause đỉnh, thêm rep.. Khi thay bài, hãy giữ mục tiêu nhóm cơ chính và mức gắng sức tương tự.",thay bài|equipment|Banded Glute Bridge|Dây kháng lực,beginner,EX00185,,synthetic_knowledge
