plan_exercise_id,plan_day_id,plan_id,exercise_order,exercise_id,sets,reps,rir_target,rest_seconds,tempo,superset_group,note
WPE000193,WPD00033,WP0010,6,EX00120,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000194,WPD00034,WP0010,1,EX00121,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000195,WPD00034,WP0010,2,EX00118,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000196,WPD00034,WP0010,3,EX00108,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000197,WPD00034,WP0010,4,EX00117,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000198,WPD00034,WP0010,5,EX00109,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000199,WPD00035,WP0011,1,EX00018,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000200,WPD00035,WP0011,2,EX00030,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000201,WPD00035,WP0011,3,EX00016,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000202,WPD00035,WP0011,4,EX00005,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000203,WPD00035,WP0011,5,EX00029,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000204,WPD00035,WP0011,6,EX00036,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000205,WPD00036,WP0011,1,EX00075,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000206,WPD00036,WP0011,2,EX00072,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000207,WPD00036,WP0011,3,EX00177,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000208,WPD00036,WP0011,4,EX00103,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000209,WPD00036,WP0011,5,EX00069,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000210,WPD00036,WP0011,6,EX00074,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000211,WPD00037,WP0011,1,EX00058,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000212,WPD00037,WP0011,2,EX00053,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000213,WPD00037,WP0011,3,EX00144,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000214,WPD00037,WP0011,4,EX00149,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000215,WPD00037,WP0011,5,EX00148,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000216,WPD00037,WP0011,6,EX00056,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000217,WPD00038,WP0011,1,EX00191,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000218,WPD00038,WP0011,2,EX00094,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000219,WPD00038,WP0011,3,EX00072,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000220,WPD00038,WP0011,4,EX00079,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000221,WPD00038,WP0011,5,EX00093,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000222,WPD00038,WP0011,6,EX00069,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000223,WPD00039,WP0012,1,EX00004,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000224,WPD00039,WP0012,2,EX00033,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000225,WPD00039,WP0012,3,EX00006,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000226,WPD00039,WP0012,4,EX00012,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000227,WPD00039,WP0012,5,EX00005,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000228,WPD00039,WP0012,6,EX00043,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000229,WPD00040,WP0012,1,EX00073,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000230,WPD00040,WP0012,2,EX00179,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000231,WPD00040,WP0012,3,EX00084,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000232,WPD00040,WP0012,4,EX00094,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000233,WPD00040,WP0012,5,EX00076,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000234,WPD00040,WP0012,6,EX00167,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000235,WPD00041,WP0012,1,EX00058,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000236,WPD00041,WP0012,2,EX00039,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000237,WPD00041,WP0012,3,EX00048,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000238,WPD00041,WP0012,4,EX00144,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000239,WPD00041,WP0012,5,EX00151,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000240,WPD00041,WP0012,6,EX00063,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000241,WPD00042,WP0012,1,EX00085,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000242,WPD00042,WP0012,2,EX00082,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000243,WPD00042,WP0012,3,EX00178,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000244,WPD00042,WP0012,4,EX00181,3,10-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000245,WPD00042,WP0012,5,EX00089,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000246,WPD00042,WP0012,6,EX00084,4,6-12,2,75,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000247,WPD00043,WP0013,1,EX00077,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000248,WPD00043,WP0013,2,EX00101,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000249,WPD00043,WP0013,3,EX00009,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000250,WPD00043,WP0013,4,EX00160,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000251,WPD00043,WP0013,5,EX00196,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000252,WPD00043,WP0013,6,EX00123,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000253,WPD00044,WP0013,1,EX00083,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000254,WPD00044,WP0013,2,EX00094,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000255,WPD00044,WP0013,3,EX00165,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000256,WPD00044,WP0013,4,EX00047,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000257,WPD00044,WP0013,5,EX00104,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000258,WPD00044,WP0013,6,EX00128,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000259,WPD00045,WP0013,1,EX00192,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000260,WPD00045,WP0013,2,EX00122,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000261,WPD00045,WP0013,3,EX00107,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000262,WPD00045,WP0013,4,EX00106,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000263,WPD00045,WP0013,5,EX00121,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000264,WPD00046,WP0014,1,EX00172,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000265,WPD00046,WP0014,2,EX00183,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000266,WPD00046,WP0014,3,EX00034,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000267,WPD00046,WP0014,4,EX00037,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000268,WPD00046,WP0014,5,EX00196,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000269,WPD00046,WP0014,6,EX00200,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000270,WPD00047,WP0014,1,EX00078,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000271,WPD00047,WP0014,2,EX00184,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000272,WPD00047,WP0014,3,EX00007,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000273,WPD00047,WP0014,4,EX00051,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000274,WPD00047,WP0014,5,EX00108,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000275,WPD00047,WP0014,6,EX00117,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000276,WPD00048,WP0014,1,EX00107,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000277,WPD00048,WP0014,2,EX00196,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000278,WPD00048,WP0014,3,EX00121,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000279,WPD00048,WP0014,4,EX00108,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000280,WPD00048,WP0014,5,EX00112,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000281,WPD00049,WP0015,1,EX00019,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000282,WPD00049,WP0015,2,EX00043,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000283,WPD00049,WP0015,3,EX00014,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000284,WPD00049,WP0015,4,EX00022,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000285,WPD00049,WP0015,5,EX00141,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000286,WPD00049,WP0015,6,EX00045,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000287,WPD00050,WP0015,1,EX00190,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000288,WPD00050,WP0015,2,EX00085,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000289,WPD00050,WP0015,3,EX00101,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000290,WPD00050,WP0015,4,EX00100,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000291,WPD00050,WP0015,5,EX00191,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000292,WPD00050,WP0015,6,EX00072,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000293,WPD00051,WP0015,1,EX00048,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000294,WPD00051,WP0015,2,EX00145,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000295,WPD00051,WP0015,3,EX00060,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000296,WPD00051,WP0015,4,EX00039,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000297,WPD00051,WP0015,5,EX00037,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000298,WPD00051,WP0015,6,EX00064,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000299,WPD00052,WP0015,1,EX00197,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000300,WPD00052,WP0015,2,EX00108,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000301,WPD00052,WP0015,3,EX00193,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000302,WPD00052,WP0015,4,EX00112,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000303,WPD00052,WP0015,5,EX00109,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000304,WPD00053,WP0016,1,EX00139,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000305,WPD00053,WP0016,2,EX00016,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000306,WPD00053,WP0016,3,EX00138,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000307,WPD00053,WP0016,4,EX00007,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000308,WPD00053,WP0016,5,EX00023,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000309,WPD00053,WP0016,6,EX00036,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000310,WPD00054,WP0016,1,EX00191,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000311,WPD00054,WP0016,2,EX00095,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000312,WPD00054,WP0016,3,EX00170,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000313,WPD00054,WP0016,4,EX00183,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000314,WPD00054,WP0016,5,EX00078,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000315,WPD00054,WP0016,6,EX00084,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000316,WPD00055,WP0016,1,EX00053,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000317,WPD00055,WP0016,2,EX00054,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000318,WPD00055,WP0016,3,EX00144,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000319,WPD00055,WP0016,4,EX00038,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000320,WPD00055,WP0016,5,EX00154,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000321,WPD00055,WP0016,6,EX00064,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000322,WPD00056,WP0016,1,EX00198,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000323,WPD00056,WP0016,2,EX00117,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000324,WPD00056,WP0016,3,EX00194,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000325,WPD00056,WP0016,4,EX00196,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000326,WPD00056,WP0016,5,EX00111,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000327,WPD00057,WP0017,1,EX00077,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000328,WPD00057,WP0017,2,EX00089,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000329,WPD00057,WP0017,3,EX00139,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000330,WPD00057,WP0017,4,EX00049,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000331,WPD00057,WP0017,5,EX00110,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000332,WPD00057,WP0017,6,EX00115,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000333,WPD00058,WP0017,1,EX00174,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000334,WPD00058,WP0017,2,EX00178,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000335,WPD00058,WP0017,3,EX00015,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000336,WPD00058,WP0017,4,EX00055,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000337,WPD00058,WP0017,5,EX00199,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000338,WPD00058,WP0017,6,EX00128,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000339,WPD00059,WP0017,1,EX00115,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000340,WPD00059,WP0017,2,EX00113,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000341,WPD00059,WP0017,3,EX00199,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000342,WPD00059,WP0017,4,EX00198,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000343,WPD00059,WP0017,5,EX00111,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000344,WPD00060,WP0018,1,EX00079,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000345,WPD00060,WP0018,2,EX00084,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000346,WPD00060,WP0018,3,EX00008,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000347,WPD00060,WP0018,4,EX00059,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000348,WPD00060,WP0018,5,EX00106,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000349,WPD00060,WP0018,6,EX00201,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000350,WPD00061,WP0018,1,EX00188,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000351,WPD00061,WP0018,2,EX00092,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000352,WPD00061,WP0018,3,EX00003,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000353,WPD00061,WP0018,4,EX00049,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000354,WPD00061,WP0018,5,EX00195,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000355,WPD00061,WP0018,6,EX00127,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000356,WPD00062,WP0018,1,EX00115,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000357,WPD00062,WP0018,2,EX00196,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000358,WPD00062,WP0018,3,EX00198,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000359,WPD00062,WP0018,4,EX00114,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000360,WPD00062,WP0018,5,EX00117,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000361,WPD00063,WP0019,1,EX00043,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000362,WPD00063,WP0019,2,EX00033,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000363,WPD00063,WP0019,3,EX00008,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000364,WPD00063,WP0019,4,EX00025,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000365,WPD00063,WP0019,5,EX00041,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000366,WPD00063,WP0019,6,EX00013,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000367,WPD00064,WP0019,1,EX00085,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000368,WPD00064,WP0019,2,EX00071,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000369,WPD00064,WP0019,3,EX00181,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000370,WPD00064,WP0019,4,EX00096,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000371,WPD00064,WP0019,5,EX00069,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000372,WPD00064,WP0019,6,EX00102,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000373,WPD00065,WP0019,1,EX00152,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000374,WPD00065,WP0019,2,EX00055,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000375,WPD00065,WP0019,3,EX00066,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000376,WPD00065,WP0019,4,EX00145,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000377,WPD00065,WP0019,5,EX00047,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000378,WPD00065,WP0019,6,EX00064,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000379,WPD00066,WP0019,1,EX00192,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000380,WPD00066,WP0019,2,EX00114,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000381,WPD00066,WP0019,3,EX00194,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000382,WPD00066,WP0019,4,EX00107,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000383,WPD00066,WP0019,5,EX00196,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000384,WPD00067,WP0020,1,EX00043,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000385,WPD00067,WP0020,2,EX00046,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
