plan_id,plan_title_vi,goal_code,goal_name_vi,level_code,level_name_vi,duration_weeks,days_per_week,split_type,equipment_profile,calorie_hint,plan_overview,progression_rule,deload_guideline,notes
WP0040,Plan Tập tại nhà 3 buổi/tuần - Mới bắt đầu,home_training,Tập tại nhà,beginner,Mới bắt đầu,8,3,full_body,home,"theo mục tiêu cụ thể, ưu tiên đủ protein","Plan tập tại nhà dành cho mức mới bắt đầu, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0041,Plan Tập tại nhà 4 buổi/tuần - Mới bắt đầu,home_training,Tập tại nhà,beginner,Mới bắt đầu,8,4,upper_lower,home,"theo mục tiêu cụ thể, ưu tiên đủ protein","Plan tập tại nhà dành cho mức mới bắt đầu, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0042,Plan Tập tại nhà 3 buổi/tuần - Trung cấp,home_training,Tập tại nhà,intermediate,Trung cấp,8,3,full_body,home,"theo mục tiêu cụ thể, ưu tiên đủ protein","Plan tập tại nhà dành cho mức trung cấp, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0043,Plan Tập tại nhà 4 buổi/tuần - Trung cấp,home_training,Tập tại nhà,intermediate,Trung cấp,8,4,upper_lower,home,"theo mục tiêu cụ thể, ưu tiên đủ protein","Plan tập tại nhà dành cho mức trung cấp, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0044,Plan Tập tại nhà 3 buổi/tuần - Nâng cao,home_training,Tập tại nhà,advanced,Nâng cao,8,3,full_body,home,"theo mục tiêu cụ thể, ưu tiên đủ protein","Plan tập tại nhà dành cho mức nâng cao, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0045,Plan Tập tại nhà 4 buổi/tuần - Nâng cao,home_training,Tập tại nhà,advanced,Nâng cao,8,4,upper_lower,home,"theo mục tiêu cụ thể, ưu tiên đủ protein","Plan tập tại nhà dành cho mức nâng cao, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0046,Plan Tái cấu trúc cơ thể 3 buổi/tuần - Mới bắt đầu,body_recomposition,Tái cấu trúc cơ thể,beginner,Mới bắt đầu,8,3,full_body,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức mới bắt đầu, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0047,Plan Tái cấu trúc cơ thể 3 buổi/tuần - Mới bắt đầu (biến thể B),body_recomposition,Tái cấu trúc cơ thể,beginner,Mới bắt đầu,8,3,full_body,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức mới bắt đầu, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0048,Plan Tái cấu trúc cơ thể 4 buổi/tuần - Mới bắt đầu,body_recomposition,Tái cấu trúc cơ thể,beginner,Mới bắt đầu,8,4,upper_lower,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức mới bắt đầu, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0049,Plan Tái cấu trúc cơ thể 4 buổi/tuần - Mới bắt đầu (biến thể B),body_recomposition,Tái cấu trúc cơ thể,beginner,Mới bắt đầu,8,4,upper_lower,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức mới bắt đầu, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0050,Plan Tái cấu trúc cơ thể 3 buổi/tuần - Trung cấp,body_recomposition,Tái cấu trúc cơ thể,intermediate,Trung cấp,8,3,full_body,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức trung cấp, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0051,Plan Tái cấu trúc cơ thể 3 buổi/tuần - Trung cấp (biến thể B),body_recomposition,Tái cấu trúc cơ thể,intermediate,Trung cấp,8,3,full_body,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức trung cấp, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0052,Plan Tái cấu trúc cơ thể 4 buổi/tuần - Trung cấp,body_recomposition,Tái cấu trúc cơ thể,intermediate,Trung cấp,8,4,upper_lower,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức trung cấp, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0053,Plan Tái cấu trúc cơ thể 4 buổi/tuần - Trung cấp (biến thể B),body_recomposition,Tái cấu trúc cơ thể,intermediate,Trung cấp,8,4,upper_lower,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức trung cấp, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0054,Plan Tái cấu trúc cơ thể 3 buổi/tuần - Nâng cao,body_recomposition,Tái cấu trúc cơ thể,advanced,Nâng cao,8,3,full_body,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức nâng cao, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0055,Plan Tái cấu trúc cơ thể 3 buổi/tuần - Nâng cao (biến thể B),body_recomposition,Tái cấu trúc cơ thể,advanced,Nâng cao,8,3,full_body,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức nâng cao, tần suất 3 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0056,Plan Tái cấu trúc cơ thể 4 buổi/tuần - Nâng cao,body_recomposition,Tái cấu trúc cơ thể,advanced,Nâng cao,8,4,upper_lower,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức nâng cao, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
WP0057,Plan Tái cấu trúc cơ thể 4 buổi/tuần - Nâng cao (biến thể B),body_recomposition,Tái cấu trúc cơ thể,advanced,Nâng cao,8,4,upper_lower,gym,xấp xỉ duy trì hoặc -100 đến -200 kcal,"Plan tái cấu trúc cơ thể dành cho mức nâng cao, tần suất 4 buổi/tuần, ưu tiên tải tiến bộ, kỹ thuật sạch và hồi phục hợp lý.",Tăng 1-2 rep mỗi tuần hoặc tăng 2.5-5% tải khi hoàn thành ngưỡng rep với kỹ thuật tốt.,"Tuần cuối hoặc sau 4-6 tuần: giảm 30-40% volume, giữ kỹ thuật và cảm giác hồi phục.","Đây là plan tổng quát cho RAG/tri thức, cần cá nhân hoá nếu có chấn thương hoặc hạn chế y tế."
