example_id,intent_key,user_query_vi,response_style,expected_sections,must_use_terms_en,sample_plan_compact,notes_vi
EXM052,workout_plan_request,"Tôi tập 3 ngày một tuần, mục tiêu giảm cân",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM053,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 4 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM054,workout_plan_request,Tập 4 buổi/tuần để recomposition như nào,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM055,workout_plan_request,Tập 3 buổi để tăng cơ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM056,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 6 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM057,workout_plan_request,Cho tôi lịch tập 5 buổi để giảm mỡ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Lat Pulldown|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 6|Upper|Incline Dumbbell Press|4|8-10|75 giây; Thứ 7|Lower|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM058,workout_plan_request,Tôi muốn giảm mỡ và tập 3 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM059,workout_plan_request,Tôi muốn tăng cơ với lịch 3 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM060,workout_plan_request,Tôi muốn tăng cơ với lịch 6 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM061,workout_plan_request,Tôi muốn tăng cơ với lịch 4 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM062,workout_plan_request,Tập 6 buổi để tăng cơ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM063,workout_plan_request,"Tôi tập 5 ngày một tuần, mục tiêu giảm cân",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Lat Pulldown|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 6|Upper|Incline Dumbbell Press|4|8-10|75 giây; Thứ 7|Lower|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM064,workout_plan_request,Tôi muốn tăng cơ với lịch 6 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM065,workout_plan_request,Tập 4 buổi để tăng cơ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM066,workout_plan_request,Tập 6 buổi/tuần để recomposition như nào,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM067,workout_plan_request,Cho tôi plan hypertrophy 5 buổi,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Lat Pulldown|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 6|Upper|Incline Dumbbell Press|4|8-10|75 giây; Thứ 7|Lower|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM068,workout_plan_request,Tôi muốn tăng cơ với lịch 6 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM069,workout_plan_request,Tôi muốn giảm mỡ và tập 4 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM070,workout_plan_request,Tập 3 buổi/tuần để recomposition như nào,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM071,workout_plan_request,Tập 4 buổi để tăng cơ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM072,workout_plan_request,Tôi muốn giảm mỡ và tập 3 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM073,workout_plan_request,Tôi muốn tăng cơ với lịch 3 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM074,workout_plan_request,Cho tôi lịch tập 3 buổi để giảm mỡ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM075,workout_plan_request,Cho tôi lịch tập 4 buổi để giảm mỡ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM076,workout_plan_request,Tôi muốn tăng cơ với lịch 6 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM077,workout_plan_request,Tập 4 buổi để tăng cơ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM078,workout_plan_request,Tôi muốn tăng cơ với lịch 6 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM079,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 6 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM080,workout_plan_request,"Tôi tập 3 ngày một tuần, mục tiêu giảm cân",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM081,workout_plan_request,Cho tôi plan recomp 5 buổi,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Lat Pulldown|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 6|Upper|Incline Dumbbell Press|4|8-10|75 giây; Thứ 7|Lower|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM082,workout_plan_request,Tập 6 buổi/tuần để recomposition như nào,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM083,workout_plan_request,Tôi muốn giảm mỡ và tập 3 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM084,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 5 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Lat Pulldown|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 6|Upper|Incline Dumbbell Press|4|8-10|75 giây; Thứ 7|Lower|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM085,workout_plan_request,Tôi muốn giảm mỡ và tập 4 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM086,workout_plan_request,Tôi muốn tăng cơ với lịch 6 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM087,workout_plan_request,Cho tôi plan recomp 4 buổi,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM088,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 4 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM089,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 3 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM090,workout_plan_request,Tôi muốn tăng cơ với lịch 3 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM091,workout_plan_request,Cho tôi lịch tập 4 buổi để giảm mỡ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM092,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 6 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM093,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 3 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM094,workout_plan_request,Cho tôi plan recomp 3 buổi,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM095,workout_plan_request,Cho tôi plan recomp 6 buổi,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM096,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 6 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM097,workout_plan_request,Tôi muốn giảm mỡ và tập 5 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Lat Pulldown|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 6|Upper|Incline Dumbbell Press|4|8-10|75 giây; Thứ 7|Lower|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM098,workout_plan_request,"Tôi tập 3 ngày một tuần, mục tiêu giảm cân",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM099,workout_plan_request,"Tôi muốn vừa giảm mỡ vừa giữ cơ, tập 3 buổi/tuần",table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM100,workout_plan_request,Tập 6 buổi để tăng cơ,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Push|Bench Press|4|6-8|90 giây; Thứ 3|Pull|Barbell Row|4|8-10|75 giây; Thứ 4|Legs|Squat|4|6-8|90 giây; Thứ 5|Push|Overhead Press|4|6-8|90 giây; Thứ 6|Pull|Seated Cable Row|4|8-10|75 giây; Thứ 7|Legs|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: push_pull_legs_x2. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM101,workout_plan_request,Tôi muốn tăng cơ với lịch 4 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Upper|Bench Press|4|6-8|90 giây; Thứ 3|Lower|Squat|4|6-8|90 giây; Thứ 5|Upper|Lat Pulldown|4|8-10|75 giây; Thứ 6|Lower|Leg Press|4|10-12|75 giây,Split đề xuất: upper_lower. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
EXM102,workout_plan_request,Tôi muốn tăng cơ với lịch 3 buổi/tuần,table_like,Mục tiêu;Workout plan;Cardio;Ghi chú cá nhân hóa,"Bench Press, sets, reps, rest, volume",Thứ 2|Full Body|Squat|4|6-8|90 giây; Thứ 4|Full Body|Bench Press|4|6-8|90 giây; Thứ 6|Full Body|Romanian Deadlift|4|8-10|90 giây,Split đề xuất: full_body. Nếu thiếu profile thì ghi rõ đây là plan mẫu.
