meal_item_id,meal_plan_id,meal_number,meal_name_vi,food_id,portion_factor,estimated_kcal,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_fiber_g,note
MPI000334,MP0031,4,Bữa tối,FD0133,1.0,25.0,1.9,5.0,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000335,MP0032,1,Bữa sáng,FD0007,1.0,128.0,26.0,0.0,2.7,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000336,MP0032,1,Bữa sáng,FD0122,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000337,MP0032,2,Bữa phụ 1,FD0068,0.8,77.6,15.2,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000338,MP0032,2,Bữa phụ 1,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000339,MP0032,3,Bữa trưa,FD0059,1.0,500.0,32.0,48.0,14.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000340,MP0032,3,Bữa trưa,FD0093,1.0,23.0,2.9,3.6,0.4,2.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000341,MP0032,4,Bữa phụ 2,FD0112,0.8,105.6,7.1,19.0,0.4,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000342,MP0032,4,Bữa phụ 2,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000343,MP0032,5,Bữa tối,FD0145,1.0,390.0,21.0,42.0,14.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000344,MP0033,1,Bữa sáng,FD0111,1.0,120.0,24.0,4.0,1.5,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000345,MP0033,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000346,MP0033,2,Bữa trưa,FD0005,1.2,249.6,24.0,0.0,15.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000347,MP0033,2,Bữa trưa,FD0114,1.2,118.8,6.1,25.7,0.1,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000348,MP0033,2,Bữa trưa,FD0045,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000349,MP0033,2,Bữa trưa,FD0037,0.5,80.0,1.0,4.2,7.3,3.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000350,MP0033,3,Bữa phụ,FD0013,0.8,96.0,19.2,2.4,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000351,MP0033,3,Bữa phụ,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000352,MP0033,4,Bữa tối,FD0067,1.2,246.0,22.8,0.0,16.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000353,MP0033,4,Bữa tối,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000354,MP0033,4,Bữa tối,FD0099,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000355,MP0033,4,Bữa tối,FD0127,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000356,MP0034,1,Bữa sáng,FD0077,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000357,MP0034,1,Bữa sáng,FD0035,1.0,105.0,2.0,23.0,0.8,0.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000358,MP0034,1,Bữa sáng,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000359,MP0034,2,Bữa phụ 1,FD0054,0.8,82.4,6.4,9.6,1.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000360,MP0034,2,Bữa phụ 1,FD0120,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000361,MP0034,3,Bữa trưa,FD0004,1.2,171.6,31.2,0.0,4.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000362,MP0034,3,Bữa trưa,FD0081,1.2,168.0,4.8,28.8,4.2,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000363,MP0034,3,Bữa trưa,FD0052,1.5,25.5,1.8,4.7,0.4,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000364,MP0034,3,Bữa trưa,FD0042,0.5,36.5,1.2,3.1,2.4,2.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000365,MP0034,4,Bữa phụ 2,FD0074,0.8,64.0,8.0,1.6,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000366,MP0034,4,Bữa phụ 2,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000367,MP0034,5,Bữa tối,FD0075,1.2,144.0,28.8,4.8,1.8,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000368,MP0034,5,Bữa tối,FD0084,1.2,60.0,0.6,15.6,0.1,1.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000369,MP0034,5,Bữa tối,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000370,MP0035,1,Bữa sáng,FD0102,1.0,210.0,24.0,0.0,12.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000371,MP0035,1,Bữa sáng,FD0083,1.0,26.0,1.0,6.5,0.1,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000372,MP0035,2,Bữa trưa,FD0104,1.2,116.4,22.8,0.0,1.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000373,MP0035,2,Bữa trưa,FD0036,1.2,55.2,0.0,14.9,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000374,MP0035,2,Bữa trưa,FD0046,1.5,25.5,1.8,4.9,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000375,MP0035,3,Bữa phụ,FD0003,1.0,170.0,26.0,0.0,7.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000376,MP0035,3,Bữa phụ,FD0030,0.7,66.5,0.3,17.5,0.2,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000377,MP0035,4,Bữa tối,FD0105,1.2,162.0,34.8,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000378,MP0035,4,Bữa tối,FD0078,1.2,118.8,6.1,25.7,0.1,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000379,MP0035,4,Bữa tối,FD0093,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000380,MP0035,4,Bữa tối,FD0042,0.5,36.5,1.2,3.1,2.4,2.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000381,MP0036,1,Bữa sáng,FD0054,1.0,103.0,8.0,12.0,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000382,MP0036,1,Bữa sáng,FD0079,1.0,245.0,9.6,48.0,1.5,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000383,MP0036,1,Bữa sáng,FD0122,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000384,MP0036,2,Bữa phụ 1,FD0006,1.0,132.0,29.0,0.0,1.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000385,MP0036,3,Bữa trưa,FD0069,1.2,162.0,34.8,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000386,MP0036,3,Bữa trưa,FD0088,1.2,135.6,1.2,36.0,0.2,3.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000387,MP0036,3,Bữa trưa,FD0045,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000388,MP0036,4,Bữa phụ 2,FD0015,1.0,193.0,19.0,9.0,11.0,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000389,MP0036,5,Bữa tối,FD0074,1.2,96.0,12.0,2.4,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000390,MP0036,5,Bữa tối,FD0036,1.2,55.2,0.0,14.9,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000391,MP0036,5,Bữa tối,FD0132,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000392,MP0037,1,Bữa sáng,FD0014,1.0,144.0,15.7,3.9,8.7,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000393,MP0037,1,Bữa sáng,FD0085,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000394,MP0037,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000395,MP0037,2,Bữa trưa,FD0011,1.2,120.0,20.4,7.2,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000396,MP0037,2,Bữa trưa,FD0028,1.2,115.2,4.1,25.2,1.8,2.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000397,MP0037,2,Bữa trưa,FD0131,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000398,MP0037,2,Bữa trưa,FD0089,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000399,MP0037,3,Bữa tối,FD0012,1.2,117.6,13.2,4.1,5.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000400,MP0037,3,Bữa tối,FD0027,1.2,144.0,5.3,25.6,2.3,3.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000401,MP0037,3,Bữa tối,FD0046,1.5,25.5,1.8,4.9,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000402,MP0037,3,Bữa tối,FD0092,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000403,MP0038,1,Bữa sáng,FD0074,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000404,MP0038,1,Bữa sáng,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000405,MP0038,2,Bữa trưa,FD0012,1.2,117.6,13.2,4.1,5.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000406,MP0038,2,Bữa trưa,FD0123,1.2,121.2,0.7,32.4,0.2,6.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000407,MP0038,2,Bữa trưa,FD0048,1.5,27.0,1.4,5.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000408,MP0038,2,Bữa trưa,FD0042,0.5,36.5,1.2,3.1,2.4,2.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000409,MP0038,3,Bữa phụ,FD0070,0.8,108.0,16.0,3.2,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000410,MP0038,3,Bữa phụ,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000411,MP0038,4,Bữa tối,FD0014,1.2,172.8,18.8,4.7,10.4,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000412,MP0038,4,Bữa tối,FD0121,1.2,50.4,1.0,12.0,0.5,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000413,MP0038,4,Bữa tối,FD0048,1.5,27.0,1.4,5.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000414,MP0038,4,Bữa tối,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000415,MP0039,1,Bữa sáng,FD0112,1.0,132.0,8.9,23.7,0.5,8.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000416,MP0039,1,Bữa sáng,FD0036,1.0,46.0,0.0,12.4,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000417,MP0039,1,Bữa sáng,FD0032,1.0,32.0,0.7,7.7,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000418,MP0039,2,Bữa trưa,FD0058,1.0,420.0,35.0,45.0,8.0,6.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000419,MP0039,3,Bữa phụ,FD0102,0.8,168.0,19.2,0.0,9.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000420,MP0039,3,Bữa phụ,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000421,MP0039,4,Bữa tối,FD0148,1.0,330.0,20.0,34.0,12.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000422,MP0039,4,Bữa tối,FD0052,1.0,17.0,1.2,3.1,0.3,1.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000423,MP0040,1,Bữa sáng,FD0075,1.0,120.0,24.0,4.0,1.5,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000424,MP0040,1,Bữa sáng,FD0032,1.0,32.0,0.7,7.7,0.3,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000425,MP0040,2,Bữa phụ 1,FD0054,0.8,82.4,6.4,9.6,1.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000426,MP0040,2,Bữa phụ 1,FD0124,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000427,MP0040,3,Bữa trưa,FD0064,1.0,410.0,27.0,52.0,8.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000428,MP0040,3,Bữa trưa,FD0046,1.0,17.0,1.2,3.3,0.3,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000429,MP0040,4,Bữa phụ 2,FD0075,0.8,96.0,19.2,3.2,1.2,0.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000430,MP0040,4,Bữa phụ 2,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000431,MP0040,5,Bữa tối,FD0145,1.0,390.0,21.0,42.0,14.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000432,MP0041,1,Bữa sáng,FD0067,1.0,205.0,19.0,0.0,14.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000433,MP0041,1,Bữa sáng,FD0082,1.0,90.0,1.6,21.0,0.1,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000434,MP0041,2,Bữa phụ 1,FD0106,0.8,108.0,16.0,3.2,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000435,MP0041,2,Bữa phụ 1,FD0087,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000436,MP0041,3,Bữa trưa,FD0066,1.2,252.0,28.8,0.0,14.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000437,MP0041,3,Bữa trưa,FD0029,1.2,126.0,1.6,32.4,0.4,3.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000438,MP0041,3,Bữa trưa,FD0134,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000439,MP0041,4,Bữa phụ 2,FD0111,0.8,96.0,19.2,3.2,1.2,0.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000440,MP0041,4,Bữa phụ 2,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000441,MP0041,5,Bữa tối,FD0070,1.2,162.0,24.0,4.8,4.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000442,MP0041,5,Bữa tối,FD0117,1.2,168.0,4.8,28.8,4.2,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000443,MP0041,5,Bữa tối,FD0051,1.5,33.0,4.7,4.9,0.4,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000444,MP0041,5,Bữa tối,FD0040,0.5,47.0,1.8,1.6,4.0,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000445,MP0042,1,Bữa sáng,FD0016,1.0,121.0,11.9,8.9,5.2,5.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000446,MP0042,1,Bữa sáng,FD0116,1.0,220.0,5.0,32.0,8.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000447,MP0042,1,Bữa sáng,FD0120,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000448,MP0042,2,Bữa trưa,FD0076,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000449,MP0042,2,Bữa trưa,FD0120,1.2,60.0,0.6,15.6,0.1,1.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000450,MP0042,2,Bữa trưa,FD0048,1.5,27.0,1.4,5.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000451,MP0042,2,Bữa trưa,FD0038,0.5,87.0,3.2,3.0,7.5,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000452,MP0042,3,Bữa tối,FD0005,1.2,249.6,24.0,0.0,15.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000453,MP0042,3,Bữa tối,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000454,MP0042,3,Bữa tối,FD0095,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000455,MP0043,1,Bữa sáng,FD0077,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000456,MP0043,1,Bữa sáng,FD0118,1.0,90.0,1.6,21.0,0.1,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000457,MP0043,1,Bữa sáng,FD0122,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000458,MP0043,2,Bữa phụ 1,FD0075,1.0,120.0,24.0,4.0,1.5,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000459,MP0043,2,Bữa phụ 1,FD0080,0.7,154.0,3.5,22.4,5.6,2.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000460,MP0043,3,Bữa trưa,FD0112,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000461,MP0043,3,Bữa trưa,FD0023,1.2,104.4,2.3,24.1,0.1,2.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000462,MP0043,3,Bữa trưa,FD0097,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000463,MP0043,3,Bữa trưa,FD0090,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000464,MP0043,4,Bữa phụ 2,FD0015,1.0,193.0,19.0,9.0,11.0,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000465,MP0043,4,Bữa phụ 2,FD0120,0.7,35.0,0.3,9.1,0.1,1.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000466,MP0043,5,Bữa tối,FD0111,1.2,144.0,28.8,4.8,1.8,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000467,MP0043,5,Bữa tối,FD0122,1.2,72.0,1.0,18.0,0.5,1.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000468,MP0043,5,Bữa tối,FD0049,1.5,46.5,1.5,9.0,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000469,MP0044,1,Bữa sáng,FD0074,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000470,MP0044,1,Bữa sáng,FD0117,1.0,140.0,4.0,24.0,3.5,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000471,MP0044,2,Bữa trưa,FD0004,1.2,171.6,31.2,0.0,4.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000472,MP0044,2,Bữa trưa,FD0026,1.2,130.8,2.2,29.4,0.2,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000473,MP0044,2,Bữa trưa,FD0099,1.5,46.5,2.1,11.1,0.3,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000474,MP0044,2,Bữa trưa,FD0039,0.5,98.0,2.3,2.0,9.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000475,MP0044,3,Bữa tối,FD0011,1.2,120.0,20.4,7.2,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000476,MP0044,3,Bữa tối,FD0080,1.2,264.0,6.0,38.4,9.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000477,MP0044,3,Bữa tối,FD0134,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000478,MP0044,3,Bữa tối,FD0090,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000479,MP0045,1,Bữa sáng,FD0014,1.0,144.0,15.7,3.9,8.7,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000480,MP0045,1,Bữa sáng,FD0035,1.0,105.0,2.0,23.0,0.8,0.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000481,MP0045,1,Bữa sáng,FD0086,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000482,MP0045,2,Bữa trưa,FD0016,1.2,145.2,14.3,10.7,6.2,6.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000483,MP0045,2,Bữa trưa,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000484,MP0045,2,Bữa trưa,FD0131,1.5,28.5,2.2,4.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000485,MP0045,2,Bữa trưa,FD0090,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000486,MP0045,3,Bữa phụ,FD0112,0.8,105.6,7.1,19.0,0.4,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000487,MP0045,3,Bữa phụ,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000488,MP0045,4,Bữa tối,FD0110,1.2,96.0,12.0,2.4,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000489,MP0045,4,Bữa tối,FD0122,1.2,72.0,1.0,18.0,0.5,1.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000490,MP0045,4,Bữa tối,FD0048,1.5,27.0,1.4,5.8,0.3,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000491,MP0045,4,Bữa tối,FD0091,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000492,MP0046,1,Bữa sáng,FD0111,1.0,120.0,24.0,4.0,1.5,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000493,MP0046,1,Bữa sáng,FD0081,1.0,140.0,4.0,24.0,3.5,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000494,MP0046,2,Bữa phụ 1,FD0107,0.8,120.0,16.0,9.6,1.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000495,MP0046,2,Bữa phụ 1,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000496,MP0046,3,Bữa trưa,FD0011,1.2,120.0,20.4,7.2,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000497,MP0046,3,Bữa trưa,FD0024,1.2,177.6,8.4,30.0,2.8,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000498,MP0046,3,Bữa trưa,FD0045,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000499,MP0046,4,Bữa phụ 2,FD0107,0.8,120.0,16.0,9.6,1.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000500,MP0046,4,Bữa phụ 2,FD0086,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000501,MP0046,5,Bữa tối,FD0112,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000502,MP0046,5,Bữa tối,FD0032,1.2,38.4,0.8,9.2,0.4,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
